"Var1","Freq","HKLK_dyad_ID","HKLK_no_dual_events","JID1","JID2","HK_knowledge","LK_knowledge","HKLK_knowledge_comb","HKLK_no_dual_events_mean","edge_weight_post","edge_weight_pre","edge_new","HKLK_knowledge_comb4","HKLK_no_dual_events_mean_z","HKLK_no_dual_events_mean_gc","HKLK_no_dual_events_mean_gc_z","dyad_ID","phase","dyad_ID_phase","edge_cooccurrence","edge_binary","JID1_phase","JID2_phase","ID1_events","ID2_events","ID1_events_z","ID2_events_z"
"J4514 J5167",20,"J4514 J5167",20,"J4514","J5167","knowledge","naive","knowledge naive",20,NA,NA,0,"knowledge",1.72130933551646,11.75,0.982558740509487,"J4514_J5167","postknowledge","J4514_J5167_postknowledge",0,0,"J4514_postknowledge","J5167_postknowledge",18,0,0.301054487252553,-0.451405062337721
"J4514 J5316",8,"J4514 J5316",8,"J4514","J5316","knowledge","naive","knowledge naive",8,NA,NA,0,"knowledge",0.319583277155063,-0.25,-0.0209055051172231,"J4514_J5316","postknowledge","J4514_J5316_postknowledge",0,0,"J4514_postknowledge","J5316_postknowledge",18,37,0.301054487252553,1.75415731837517
"J4514 J5379",2,"J4514 J5379",2,"J4514","J5379","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J4514_J5379","postknowledge","J4514_J5379_postknowledge",0,0,"J4514_postknowledge","J5379_postknowledge",18,7,0.301054487252553,-0.0341365038244718
"J4514 J5456",2,"J4514 J5456",2,"J4514","J5456","knowledge","naive","knowledge naive",2,0.0588235294117647,NA,1,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J4514_J5456","postknowledge","J4514_J5456_postknowledge",1,1,"J4514_postknowledge","J5456_postknowledge",18,5,0.301054487252553,-0.153356091971114
"J4514 J5475",4,"J4514 J5475",4,"J4514","J5475","knowledge","naive","knowledge naive",4,NA,NA,0,"knowledge",-0.147658742298735,-4.25,-0.355393586992793,"J4514_J5475","postknowledge","J4514_J5475_postknowledge",0,0,"J4514_postknowledge","J5475_postknowledge",18,0,0.301054487252553,-0.451405062337721
"J4514 J5489",5,"J4514 J5489",5,"J4514","J5489","knowledge","naive","knowledge naive",5,NA,NA,0,"knowledge",-0.0308482374352854,-3.25,-0.271771566523901,"J4514_J5489","postknowledge","J4514_J5489_postknowledge",0,0,"J4514_postknowledge","J5489_postknowledge",18,1,0.301054487252553,-0.3917952682644
"J4514 J5607",2,"J4514 J5607",2,"J4514","J5607","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J4514_J5607","postknowledge","J4514_J5607_postknowledge",0,0,"J4514_postknowledge","J5607_postknowledge",18,26,0.301054487252553,1.09844958356863
"J4514 J5651",6,"J4514 J5651",6,"J4514","J5651","knowledge","naive","knowledge naive",6,NA,NA,0,"knowledge",0.0859622674281642,-2.25,-0.188149546055008,"J4514_J5651","postknowledge","J4514_J5651_postknowledge",0,0,"J4514_postknowledge","J5651_postknowledge",18,0,0.301054487252553,-0.451405062337721
"J4514 J5827",1,"J4514 J5827",1,"J4514","J5827","knowledge","naive","knowledge naive",1,NA,NA,0,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J4514_J5827","postknowledge","J4514_J5827_postknowledge",0,0,"J4514_postknowledge","J5827_postknowledge",18,0,0.301054487252553,-0.451405062337721
"J4514 J5963",25,"J4514 J5963",25,"J4514","J5963","knowledge","naive","knowledge naive",25,NA,NA,0,"knowledge",2.30536185983371,16.75,1.40066884285395,"J4514_J5963","postknowledge","J4514_J5963_postknowledge",0,0,"J4514_postknowledge","J5963_postknowledge",18,0,0.301054487252553,-0.451405062337721
"J4514 J5964",11,"J4514 J5964",11,"J4514","J5964","knowledge","naive","knowledge naive",11,NA,NA,0,"knowledge",0.670014791745412,2.75,0.229960556289454,"J4514_J5964","postknowledge","J4514_J5964_postknowledge",0,0,"J4514_postknowledge","J5964_postknowledge",18,0,0.301054487252553,-0.451405062337721
"J4514 J831",14,"J4514 J831",14,"J4514","J831","knowledge","knowledge","knowledge knowledge",14,NA,NA,0,"knowledge",1.02044630633576,8.15865384615385,1.65647906862341,"J4514_J831","postknowledge","J4514_J831_postknowledge",0,0,"J4514_postknowledge","J831_postknowledge",18,0,0.301054487252553,-0.451405062337721
"J4521 J4954",4,"J4521 J4954",4,"J4521","J4954","knowledge","naive","knowledge naive",4,NA,NA,0,"knowledge",-0.147658742298735,-4.25,-0.355393586992793,"J4521_J4954","postknowledge","J4521_J4954_postknowledge",0,0,"J4521_postknowledge","J4954_postknowledge",60,76,2.16872740033299,4.0789392872347
"J4521 J505",2,"J4521 J505",2,"J4521","J505","knowledge","naive","knowledge naive",2,0.0105263157894737,NA,1,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J4521_J505","postknowledge","J4521_J505_postknowledge",0,0,"J4521_postknowledge","J505_postknowledge",60,22,2.16872740033299,0.860010407275348
"J4521 J5056",1,"J4521 J5056",1,"J4521","J5056","knowledge","naive","knowledge naive",1,NA,NA,0,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J4521_J5056","postknowledge","J4521_J5056_postknowledge",0,0,"J4521_postknowledge","J5056_postknowledge",60,0,2.16872740033299,-0.451405062337721
"J4521 J5087",2,"J4521 J5087",2,"J4521","J5087","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J4521_J5087","postknowledge","J4521_J5087_postknowledge",0,0,"J4521_postknowledge","J5087_postknowledge",60,0,2.16872740033299,-0.451405062337721
"J5074 J4552",2,"J5074 J4552",2,"J4552","J5074","knowledge","naive","knowledge naive",2,0.0256410256410256,NA,1,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J4552_J5074","postknowledge","J4552_J5074_postknowledge",9,1,"J4552_postknowledge","J5074_postknowledge",78,59,2.96915864879604,3.06557278798824
"J4552 J5087",1,"J4552 J5087",1,"J4552","J5087","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4552_J5087","postknowledge","J4552_J5087_postknowledge",0,0,"J4552_postknowledge","J5087_postknowledge",78,0,2.96915864879604,-0.451405062337721
"J4552 J5222",3,"J4552 J5222",3,"J4552","J5222","naive","naive","naive naive",3,NA,NA,0,"naive",-0.264469247162184,-0.322249589490969,-0.0658722812527527,"J4552_J5222","postknowledge","J4552_J5222_postknowledge",0,0,"J4552_postknowledge","J5222_postknowledge",78,11,2.96915864879604,0.204302672468813
"J5695 J4552",2,"J5695 J4552",2,"J4552","J5695","knowledge","naive","knowledge naive",2,0.0103092783505155,NA,1,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J4552_J5695","postknowledge","J4552_J5695_postknowledge",0,0,"J4552_postknowledge","J5695_postknowledge",78,0,2.96915864879604,-0.451405062337721
"J4552 J6042",2,"J4552 J6042",2,"J4552","J6042","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4552_J6042","postknowledge","J4552_J6042_postknowledge",0,0,"J4552_postknowledge","J6042_postknowledge",78,0,2.96915864879604,-0.451405062337721
"J4961 J4569",1,"J4961 J4569",1,"J4569","J4961","naive","naive","naive naive",1,0.0153846153846154,NA,1,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4569_J4961","postknowledge","J4569_J4961_postknowledge",0,0,"J4569_postknowledge","J4961_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J5695 J4569",2,"J5695 J4569",2,"J4569","J5695","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J4569_J5695","postknowledge","J4569_J5695_postknowledge",0,0,"J4569_postknowledge","J5695_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J595 J4569",1,"J595 J4569",1,"J4569","J595","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4569_J595","postknowledge","J4569_J595_postknowledge",0,0,"J4569_postknowledge","J595_postknowledge",0,1,-0.499376761210493,-0.3917952682644
"J6043 J4569",1,"J6043 J4569",1,"J4569","J6043","naive","naive","naive naive",1,0.00704225352112676,NA,1,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4569_J6043","postknowledge","J4569_J6043_postknowledge",0,0,"J4569_postknowledge","J6043_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J4601 J4715",2,"J4601 J4715",2,"J4601","J4715","knowledge","naive","knowledge naive",2,0.00980392156862745,NA,1,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J4601_J4715","postknowledge","J4601_J4715_postknowledge",0,0,"J4601_postknowledge","J4715_postknowledge",0,3,-0.499376761210493,-0.272575680117757
"J4601 J4819",1,"J4601 J4819",1,"J4601","J4819","knowledge","naive","knowledge naive",1,0.0072992700729927,NA,1,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J4601_J4819","postknowledge","J4601_J4819_postknowledge",0,0,"J4601_postknowledge","J4819_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J4601 J4951",3,"J4601 J4951",3,"J4601","J4951","knowledge","naive","knowledge naive",3,0.00847457627118644,NA,1,"knowledge",-0.264469247162184,-5.25,-0.439015607461686,"J4601_J4951","postknowledge","J4601_J4951_postknowledge",0,0,"J4601_postknowledge","J4951_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J4601 J5006",9,"J4601 J5006",9,"J4601","J5006","knowledge","naive","knowledge naive",9,NA,NA,0,"knowledge",0.436393782018513,0.75,0.0627165153516694,"J4601_J5006","postknowledge","J4601_J5006_postknowledge",0,0,"J4601_postknowledge","J5006_postknowledge",0,16,-0.499376761210493,0.50235164283542
"J4601 J505",3,"J4601 J505",3,"J4601","J505","knowledge","naive","knowledge naive",3,NA,NA,0,"knowledge",-0.264469247162184,-5.25,-0.439015607461686,"J4601_J505","postknowledge","J4601_J505_postknowledge",0,0,"J4601_postknowledge","J505_postknowledge",0,22,-0.499376761210493,0.860010407275348
"J4601 J5056",3,"J4601 J5056",3,"J4601","J5056","knowledge","naive","knowledge naive",3,0.0232558139534884,NA,1,"knowledge",-0.264469247162184,-5.25,-0.439015607461686,"J4601_J5056","postknowledge","J4601_J5056_postknowledge",0,0,"J4601_postknowledge","J5056_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J4601 J5074",10,"J4601 J5074",10,"J4601","J5074","knowledge","knowledge","knowledge knowledge",10,NA,NA,0,"knowledge",0.553204286881962,4.15865384615385,0.844345547648349,"J4601_J5074","postknowledge","J4601_J5074_postknowledge",0,0,"J4601_postknowledge","J5074_postknowledge",0,59,-0.499376761210493,3.06557278798824
"J4601 J5651",2,"J4601 J5651",2,"J4601","J5651","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J4601_J5651","postknowledge","J4601_J5651_postknowledge",0,0,"J4601_postknowledge","J5651_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J4601 J5694",19,"J4601 J5694",19,"J4601","J5694","knowledge","knowledge","knowledge knowledge",10,NA,NA,0,"knowledge",0.553204286881962,4.15865384615385,0.844345547648349,"J4601_J5694","postknowledge","J4601_J5694_postknowledge",0,0,"J4601_postknowledge","J5694_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J4601 J5809",8,"J4601 J5809",8,"J4601","J5809","knowledge","naive","knowledge naive",8,NA,NA,0,"knowledge",0.319583277155063,-0.25,-0.0209055051172231,"J4601_J5809","postknowledge","J4601_J5809_postknowledge",0,0,"J4601_postknowledge","J5809_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J4601 J595",3,"J4601 J595",3,"J4601","J595","knowledge","naive","knowledge naive",3,NA,NA,0,"knowledge",-0.264469247162184,-5.25,-0.439015607461686,"J4601_J595","postknowledge","J4601_J595_postknowledge",0,0,"J4601_postknowledge","J595_postknowledge",0,1,-0.499376761210493,-0.3917952682644
"J4601 J5999",2,"J4601 J5999",2,"J4601","J5999","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J4601_J5999","postknowledge","J4601_J5999_postknowledge",0,0,"J4601_postknowledge","J5999_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J4601 J972",5,"J4601 J972",5,"J4601","J972","knowledge","naive","knowledge naive",5,NA,NA,0,"knowledge",-0.0308482374352854,-3.25,-0.271771566523901,"J4601_J972","postknowledge","J4601_J972_postknowledge",0,0,"J4601_postknowledge","J972_postknowledge",0,0,-0.499376761210493,-0.451405062337721
"J4654 J4651",1,"J4654 J4651",1,"J4651","J4654","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4651_J4654","postknowledge","J4651_J4654_postknowledge",0,0,"J4651_postknowledge","J4654_postknowledge",34,4,1.01254893033082,-0.212965886044436
"J4967 J4651",2,"J4967 J4651",2,"J4651","J4967","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J4651_J4967","postknowledge","J4651_J4967_postknowledge",0,0,"J4651_postknowledge","J4967_postknowledge",34,3,1.01254893033082,-0.272575680117757
"J5475 J4651",2,"J5475 J4651",2,"J4651","J5475","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4651_J5475","postknowledge","J4651_J5475_postknowledge",0,0,"J4651_postknowledge","J5475_postknowledge",34,0,1.01254893033082,-0.451405062337721
"J4651 J5489",1,"J4651 J5489",1,"J4651","J5489","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4651_J5489","postknowledge","J4651_J5489_postknowledge",0,0,"J4651_postknowledge","J5489_postknowledge",34,1,1.01254893033082,-0.3917952682644
"J4747 J4654",7,"J4747 J4654",7,"J4654","J4747","naive","naive","naive naive",7,NA,NA,0,"naive",0.202772772291614,3.67775041050903,0.75178314362218,"J4654_J4747","postknowledge","J4654_J4747_postknowledge",1,1,"J4654_postknowledge","J4747_postknowledge",4,77,-0.321503150440928,4.13854908130802
"J4654 J4982",2,"J4654 J4982",2,"J4654","J4982","naive","naive","naive naive",1.5,NA,NA,0,"naive",-0.439685004457359,-1.82224958949097,-0.372493065580853,"J4654_J4982","postknowledge","J4654_J4982_postknowledge",0,0,"J4654_postknowledge","J4982_postknowledge",4,1,-0.321503150440928,-0.3917952682644
"J5146 J4654",31,"J5146 J4654",31,"J4654","J5146","knowledge","naive","knowledge naive",31,NA,NA,0,"knowledge",3.0062248890144,22.75,1.9024009656673,"J4654_J5146","postknowledge","J4654_J5146_postknowledge",0,0,"J4654_postknowledge","J5146_postknowledge",4,4,-0.321503150440928,-0.212965886044436
"J5167 J4654",6,"J5167 J4654",6,"J4654","J5167","naive","naive","naive naive",6,NA,NA,0,"naive",0.0859622674281642,2.67775041050903,0.547369287403447,"J4654_J5167","postknowledge","J4654_J5167_postknowledge",0,0,"J4654_postknowledge","J5167_postknowledge",4,0,-0.321503150440928,-0.451405062337721
"J5184 J4654",1,"J5184 J4654",1,"J4654","J5184","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4654_J5184","postknowledge","J4654_J5184_postknowledge",0,0,"J4654_postknowledge","J5184_postknowledge",4,0,-0.321503150440928,-0.451405062337721
"J5475 J4654",2,"J5475 J4654",2,"J4654","J5475","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4654_J5475","postknowledge","J4654_J5475_postknowledge",0,0,"J4654_postknowledge","J5475_postknowledge",4,0,-0.321503150440928,-0.451405062337721
"J5607 J4654",4,"J5607 J4654",4,"J4654","J5607","naive","naive","naive naive",4,0.0285714285714286,NA,1,"naive",-0.147658742298735,0.677750410509031,0.138541574965981,"J4654_J5607","postknowledge","J4654_J5607_postknowledge",1,1,"J4654_postknowledge","J5607_postknowledge",4,26,-0.321503150440928,1.09844958356863
"J5827 J4654",2,"J5827 J4654",2,"J4654","J5827","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4654_J5827","postknowledge","J4654_J5827_postknowledge",0,0,"J4654_postknowledge","J5827_postknowledge",4,0,-0.321503150440928,-0.451405062337721
"J5939 J4654",2,"J5939 J4654",2,"J4654","J5939","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4654_J5939","postknowledge","J4654_J5939_postknowledge",0,0,"J4654_postknowledge","J5939_postknowledge",4,0,-0.321503150440928,-0.451405062337721
"J5963 J4654",1,"J5963 J4654",1,"J4654","J5963","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4654_J5963","postknowledge","J4654_J5963_postknowledge",0,0,"J4654_postknowledge","J5963_postknowledge",4,0,-0.321503150440928,-0.451405062337721
"J5964 J4654",1,"J5964 J4654",1,"J4654","J5964","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4654_J5964","postknowledge","J4654_J5964_postknowledge",0,0,"J4654_postknowledge","J5964_postknowledge",4,0,-0.321503150440928,-0.451405062337721
"J4715 J505",1,"J4715 J505",1,"J4715","J505","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4715_J505","postknowledge","J4715_J505_postknowledge",1,1,"J4715_postknowledge","J505_postknowledge",3,22,-0.365971553133319,0.860010407275348
"J4731 J5963",1,"J4731 J5963",1,"J4731","J5963","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4731_J5963","postknowledge","J4731_J5963_postknowledge",0,0,"J4731_postknowledge","J5963_postknowledge",32,0,0.923612124946033,-0.451405062337721
"J4731 J5999",2,"J4731 J5999",2,"J4731","J5999","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4731_J5999","postknowledge","J4731_J5999_postknowledge",0,0,"J4731_postknowledge","J5999_postknowledge",32,0,0.923612124946033,-0.451405062337721
"J4967 J4747",19,"J4967 J4747",19,"J4747","J4967","knowledge","naive","knowledge naive",19,NA,NA,0,"knowledge",1.60449883065301,10.75,0.898936720040594,"J4747_J4967","postknowledge","J4747_J4967_postknowledge",0,0,"J4747_postknowledge","J4967_postknowledge",77,3,2.92469024610365,-0.272575680117757
"J4747 J4982",2,"J4747 J4982",2,"J4747","J4982","naive","naive","naive naive",2.5,NA,NA,0,"naive",-0.322874499593909,-0.822249589490969,-0.168079209362119,"J4747_J4982","postknowledge","J4747_J4982_postknowledge",0,0,"J4747_postknowledge","J4982_postknowledge",77,1,2.92469024610365,-0.3917952682644
"J5146 J4747",21,"J5146 J4747",21,"J4747","J5146","knowledge","naive","knowledge naive",21,NA,NA,0,"knowledge",1.83811984037991,12.75,1.06618076097838,"J4747_J5146","postknowledge","J4747_J5146_postknowledge",1,1,"J4747_postknowledge","J5146_postknowledge",77,4,2.92469024610365,-0.212965886044436
"J5167 J4747",2,"J5167 J4747",2,"J4747","J5167","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4747_J5167","postknowledge","J4747_J5167_postknowledge",0,0,"J4747_postknowledge","J5167_postknowledge",77,0,2.92469024610365,-0.451405062337721
"J5379 J4747",8,"J5379 J4747",8,"J4747","J5379","naive","naive","naive naive",8,0.0112359550561798,NA,1,"naive",0.319583277155063,4.67775041050903,0.956196999840914,"J4747_J5379","postknowledge","J4747_J5379_postknowledge",2,1,"J4747_postknowledge","J5379_postknowledge",77,7,2.92469024610365,-0.0341365038244718
"J5475 J4747",2,"J5475 J4747",2,"J4747","J5475","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4747_J5475","postknowledge","J4747_J5475_postknowledge",0,0,"J4747_postknowledge","J5475_postknowledge",77,0,2.92469024610365,-0.451405062337721
"J5658 J4747",2,"J5658 J4747",2,"J4747","J5658","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4747_J5658","postknowledge","J4747_J5658_postknowledge",0,0,"J4747_postknowledge","J5658_postknowledge",77,0,2.92469024610365,-0.451405062337721
"J5740 J4747",4,"J5740 J4747",4,"J4747","J5740","naive","naive","naive naive",4,NA,NA,0,"naive",-0.147658742298735,0.677750410509031,0.138541574965981,"J4747_J5740","postknowledge","J4747_J5740_postknowledge",0,0,"J4747_postknowledge","J5740_postknowledge",77,0,2.92469024610365,-0.451405062337721
"J5874 J4747",2,"J5874 J4747",2,"J4747","J5874","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4747_J5874","postknowledge","J4747_J5874_postknowledge",0,0,"J4747_postknowledge","J5874_postknowledge",77,0,2.92469024610365,-0.451405062337721
"J5922 J4747",6,"J5922 J4747",6,"J4747","J5922","naive","naive","naive naive",6,NA,NA,0,"naive",0.0859622674281642,2.67775041050903,0.547369287403447,"J4747_J5922","postknowledge","J4747_J5922_postknowledge",0,0,"J4747_postknowledge","J5922_postknowledge",77,0,2.92469024610365,-0.451405062337721
"J5964 J4747",3,"J5964 J4747",3,"J4747","J5964","naive","naive","naive naive",3,NA,NA,0,"naive",-0.264469247162184,-0.322249589490969,-0.0658722812527527,"J4747_J5964","postknowledge","J4747_J5964_postknowledge",0,0,"J4747_postknowledge","J5964_postknowledge",77,0,2.92469024610365,-0.451405062337721
"J4752 J5827",2,"J4752 J5827",2,"J4752","J5827","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4752_J5827","postknowledge","J4752_J5827_postknowledge",0,0,"J4752_postknowledge","J5827_postknowledge",2,0,-0.41043995582571,-0.451405062337721
"J4752 J5963",6,"J4752 J5963",6,"J4752","J5963","naive","naive","naive naive",6,NA,NA,0,"naive",0.0859622674281642,2.67775041050903,0.547369287403447,"J4752_J5963","postknowledge","J4752_J5963_postknowledge",0,0,"J4752_postknowledge","J5963_postknowledge",2,0,-0.41043995582571,-0.451405062337721
"J4770 J4776",2,"J4770 J4776",2,"J4770","J4776","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4770_J4776","postknowledge","J4770_J4776_postknowledge",0,0,"J4770_postknowledge","J4776_postknowledge",1,3,-0.454908358518102,-0.272575680117757
"J4961 J4770",1,"J4961 J4770",1,"J4770","J4961","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4770_J4961","postknowledge","J4770_J4961_postknowledge",0,0,"J4770_postknowledge","J4961_postknowledge",1,0,-0.454908358518102,-0.451405062337721
"J4770 J5056",4,"J4770 J5056",4,"J4770","J5056","naive","naive","naive naive",4,NA,NA,0,"naive",-0.147658742298735,0.677750410509031,0.138541574965981,"J4770_J5056","postknowledge","J4770_J5056_postknowledge",0,0,"J4770_postknowledge","J5056_postknowledge",1,0,-0.454908358518102,-0.451405062337721
"J4770 J5087",1,"J4770 J5087",1,"J4770","J5087","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4770_J5087","postknowledge","J4770_J5087_postknowledge",0,0,"J4770_postknowledge","J5087_postknowledge",1,0,-0.454908358518102,-0.451405062337721
"J5121 J4770",4,"J5121 J4770",4,"J4770","J5121","knowledge","naive","knowledge naive",4,NA,NA,0,"knowledge",-0.147658742298735,-4.25,-0.355393586992793,"J4770_J5121","postknowledge","J4770_J5121_postknowledge",0,0,"J4770_postknowledge","J5121_postknowledge",1,25,-0.454908358518102,1.03883978949531
"J5730 J4770",1,"J5730 J4770",1,"J4770","J5730","knowledge","naive","knowledge naive",1,NA,NA,0,"knowledge",-0.498090256889084,-7.25,-0.606259648399471,"J4770_J5730","postknowledge","J4770_J5730_postknowledge",0,0,"J4770_postknowledge","J5730_postknowledge",1,0,-0.454908358518102,-0.451405062337721
"J4770 J5766",2,"J4770 J5766",2,"J4770","J5766","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4770_J5766","postknowledge","J4770_J5766_postknowledge",0,0,"J4770_postknowledge","J5766_postknowledge",1,0,-0.454908358518102,-0.451405062337721
"J6042 J4770",1,"J6042 J4770",1,"J4770","J6042","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4770_J6042","postknowledge","J4770_J6042_postknowledge",0,0,"J4770_postknowledge","J6042_postknowledge",1,0,-0.454908358518102,-0.451405062337721
"J4776 J4782",2,"J4776 J4782",2,"J4776","J4782","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4776_J4782","postknowledge","J4776_J4782_postknowledge",1,1,"J4776_postknowledge","J4782_postknowledge",3,10,-0.365971553133319,0.144692878395492
"J4986 J4776",2,"J4986 J4776",2,"J4776","J4986","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4776_J4986","postknowledge","J4776_J4986_postknowledge",1,1,"J4776_postknowledge","J4986_postknowledge",3,56,-0.365971553133319,2.88674340576827
"J4776 J505",2,"J4776 J505",2,"J4776","J505","naive","naive","naive naive",2,NA,NA,0,"naive",-0.381279752025634,-1.32224958949097,-0.270286137471486,"J4776_J505","postknowledge","J4776_J505_postknowledge",0,0,"J4776_postknowledge","J505_postknowledge",3,22,-0.365971553133319,0.860010407275348
"J5053 J4776",2,"J5053 J4776",2,"J4776","J5053","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J4776_J5053","postknowledge","J4776_J5053_postknowledge",2,1,"J4776_postknowledge","J5053_postknowledge",3,56,-0.365971553133319,2.88674340576827
"J5087 J4776",1,"J5087 J4776",1,"J4776","J5087","naive","naive","naive naive",1,NA,NA,0,"naive",-0.498090256889084,-2.32224958949097,-0.474699993690219,"J4776_J5087","postknowledge","J4776_J5087_postknowledge",0,0,"J4776_postknowledge","J5087_postknowledge",3,0,-0.365971553133319,-0.451405062337721
"J5089 J4776",2,"J5089 J4776",2,"J4776","J5089","knowledge","naive","knowledge naive",2,NA,NA,0,"knowledge",-0.381279752025634,-6.25,-0.522637627930578,"J4776_J5089","postknowledge","J4776_J5089_postknowledge",0,0,"J4776_postknowledge","J5089_postknowledge",3,0,-0.365971553133319,-0.451405062337721
"J5694 J4776",5,"J5694 J4776",5,"J4776","J5694","knowledge","naive","knowledge naive",5,NA,NA,0,"knowledge",-0.0308482374352854,-3.25,-0.271771566523901,"J4776_J5694","postknowledge","J4776_J5694_postknowledge",0,0,"J4776_postknowledge","J5694_postknowledge",3,0,-0.365971553133319,-0.451405062337721
"J5695 J4776",3,"J5695 J4776",3,"J4776","J5695","knowledge","naive","knowledge naive",3,NA,NA,0,"knowledge",-0.264469247162184,-5.25,-0.439015607461686,"J4776_J5695","postknowledge","J4776_J5695_postknowledge",0,0,"J4776_postknowledge","J5695_postknowledge",3,0,-0.365971553133319,-0.451405062337721
"J4776 J5723A",2,"J4776 J5723A",2,"J4776","J5723A","naive","naive","naive naive",1.5,NA,NA,0,"naive",-0.439685004457359,-1.82224958949097,-0.372493065580853,"J4776_J5723A","postknowledge","J4776_J5723A_postknowledge",0,0,"J4776_postknowledge","J5723A_postknowledge",3,0,-0.365971553133319,-0.451405062337721
